login,name,company,blog,location,email,hireable,bio,twitter_username,public_repos,followers,following,created_at,updated_at
viig99,shadow_of_ged,@SABER-labs,https://viig99.github.io,Canada,,,,,60,35,28,2011-08-19T06:53:03Z,2025-10-19T16:41:26Z
